Park Code,Park Name,Category,Order,Family,Scientific Name,Common Names,Occurrence,Nativeness,Abundance,NPS Tags
ACAD,Acadia National Park,Bird,Coraciiformes,Alcedinidae,Ceryle alcyon,"Belted Kingfisher, Eastern Belted Kingfisher",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,"Eastern Yellow-billed Cuckoo, Yellow-billed Cuckoo",Present,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Black-billed Cuckoo,Present,Native,Rare,Breeder
ACAD,Acadia National Park,Bird,Falconiformes,Falconidae,Falco columbarius,"Eastern Pigeon Hawk, Merlin, Pigeon Hawk",Present,Native,Common,None
ACAD,Acadia National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,"American Peregrine Falcon, Duck Hawk, Peregrine Falcon",Present,Non-native,Uncommon,Breeder
ACAD,Acadia National Park,Bird,Falconiformes,Falconidae,Falco rusticolus,"American Gyrfalcon, Gyrfalcon, White Gyrfalcon",Present,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Falconiformes,Falconidae,Falco sparverius,"American Kestrel, Eastern Sparrow Hawk, Northern Sparrow Hawk, Sparrow Hawk",Present,Native,Common,None
ACAD,Acadia National Park,Bird,Galliformes,Odontophoridae,Colinus virginianus,"Bob-white, Northern Bobwhite",Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Galliformes,Phasianidae,Bonasa umbellus,"Canada Ruffed Grouse, Partridge, Ruffed Grouse, Timber Grouse",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Galliformes,Phasianidae,Falcipennis canadensis,"Canada Grouse, Canada Spruce Grouse, Haith Hen, Heath Hen, Spruce Grouse, Spruce Partridge",Present,Native,Rare,Breeder
ACAD,Acadia National Park,Bird,Galliformes,Phasianidae,Meleagris gallopavo,"Eastern Turkey, Wild Turkey",Unconfirmed,Non-native,Unknown,None
ACAD,Acadia National Park,Bird,Galliformes,Phasianidae,Perdix perdix,"Common Partridge, European Gray Partridge, European Partridge, Gray Partridge",Not In Park,Non-native,Unknown,None
ACAD,Acadia National Park,Bird,Galliformes,Phasianidae,Phasianus colchicus,"Pheasant, Ring-necked Pheasant",Unconfirmed,Non-native,Unknown,None
ACAD,Acadia National Park,Bird,Galliformes,Phasianidae,Tympanuchus cupido cupido,Heath Hen,Not In Park,Unknown,Unknown,None
ACAD,Acadia National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,"Common Loon, Greater Common Loon",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Gaviiformes,Gaviidae,Gavia pacifica,Pacific Loon,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Gaviiformes,Gaviidae,Gavia stellata,Red-throated Loon,Unconfirmed,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Gruiformes,Gruidae,Grus canadensis,Sandhill Crane,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Gruiformes,Rallidae,Fulica americana,"American Coot, Northern American Coot",Present,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Gruiformes,Rallidae,Gallinula chloropus,"Common Gallinule, Common Moorhen, Florida Gallinule",Present,Native,Occasional,Resident
ACAD,Acadia National Park,Bird,Gruiformes,Rallidae,Porphyrula martinica,Purple Gallinule,Present,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Gruiformes,Rallidae,Porzana carolina,"Sora Rail, Sora",Present,Native,Common,None
ACAD,Acadia National Park,Bird,Gruiformes,Rallidae,Rallus elegans,"King Rail, Northern King Rail",Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Gruiformes,Rallidae,Rallus limicola,"Northern Virginia Rail, Virginia Rail",Present,Native,Rare,Breeder
ACAD,Acadia National Park,Bird,Gruiformes,Rallidae,Rallus longirostris,"Clapper Rail, Northern Clapper Rail",Not In Park,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Alaudidae,Eremophila alpestris,"Horned Lark, Northern Horned Lark",Present,Native,Uncommon,Migratory
ACAD,Acadia National Park,Bird,Passeriformes,Bombycillidae,Bombycilla cedrorum,Cedar Waxwing,Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Bombycillidae,Bombycilla garrulus,"Bohemian Waxwing, Greater Waxwing",Present,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Passeriformes,Calcariidae,Calcarius lapponicus,"Common Lapland Longspur, Lapland Longspur",Unconfirmed,Native,Unknown,None
ACAD,Acadia National Park,Bird,Passeriformes,Calcariidae,Plectrophenax nivalis,"Eastern Snow Bunting, Snow Bunting, Snowflake",Present,Native,Common,Resident
ACAD,Acadia National Park,Bird,Passeriformes,Cardinalidae,Cardinalis cardinalis,"Eastern Cardinal, Northern Cardinal",Unconfirmed,Native,Unknown,None
ACAD,Acadia National Park,Bird,Passeriformes,Cardinalidae,Guiraca caerulea,"Blue Grosbeak, Eastern Blue Grosbeak",Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Cardinalidae,Passerina amoena,Lazuli Bunting,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Cardinalidae,Passerina ciris,Painted Bunting,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Cardinalidae,Passerina cyanea,Indigo Bunting,Present,Native,Rare,None
ACAD,Acadia National Park,Bird,Passeriformes,Cardinalidae,Pheucticus ludovicianus,Rose-breasted Grosbeak,Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Cardinalidae,Piranga ludoviciana,Western Tanager,Not In Park,Non-native,Unknown,None
ACAD,Acadia National Park,Bird,Passeriformes,Cardinalidae,Piranga olivacea,Scarlet Tanager,Present,Native,Rare,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Cardinalidae,Piranga rubra,"Eastern Summer Tanager, Summer Tanager",Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Cardinalidae,Spiza americana,Dickcissel,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Certhiidae,Certhia americana,"Brown Creeper, Eastern Brown Creeper",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Corvidae,Corvus brachyrhynchos,"American Crow, Common Crow, Crow, Eastern Crow",Present,Native,Common,None
ACAD,Acadia National Park,Bird,Passeriformes,Corvidae,Corvus corax,"Common Raven, Northern Raven, Raven",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Corvidae,Cyanocitta cristata,"Blue Jay, Northern Blue Jay",Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Corvidae,Perisoreus canadensis,"Canada Gray Jay, Canada Jay, Gray Jay",Present,Native,Rare,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Ammodramus caudacutus,"Intermediate Sharp-tailed Sparrow, Saltmarsh Sharp-tailed Sparrow",Not In Park,Unknown,Unknown,None
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Ammodramus leconteii,"Le Conte's Sparrow, LeConte's Sparrow",Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Ammodramus nelsoni,Nelson's Sharp-tailed Sparrow,Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Ammodramus savannarum,"Eastern Grasshopper Sparrow, Grasshopper Sparrow",Unconfirmed,Non-native,Unknown,None
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Calamospiza melanocorys,Lark Bunting,Not In Park,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Chondestes grammacus,"Eastern Lark Sparrow, Lark Sparrow",Not In Park,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Junco hyemalis,"Dark-eyed Junco, Northern Slate-colored Junco, Slate-colored Junco",Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Melospiza georgiana,"Eastern Swamp Sparrow, Swamp Sparrow",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,"Lincoln's Sparrow, Northern Lincoln's Sparrow",Present,Native,Rare,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Melospiza melodia,"Eastern Song Sparrow, Song Sparrow",Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Passerculus sandwichensis,"Eastern Savannah Sparrow, Savannah Sparrow",Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Passerella iliaca,"Eastern Fox Sparrow, Fox Sparrow",Not In Park,Native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Pipilo chlorurus,Green-tailed Towhee,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Pipilo erythrophthalmus,"Eastern Towhee, Red-eyed Towhee, Rufous-sided Towhee",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Pipilo maculatus,Spotted Towhee,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Pooecetes gramineus,"Eastern Vesper Sparrow, Vesper Sparrow",Present,Native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Spizella arborea,"American Tree Sparrow, Eastern Tree Sparrow, Tree Sparrow",Present,Native,Common,Resident
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Spizella pallida,Clay-colored Sparrow,Not In Park,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Spizella passerina,"Chipping Sparrow, Eastern Chipping Sparrow",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Spizella pusilla,"Eastern Field Sparrow, Field Sparrow",Present,Native,Rare,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Zonotrichia albicollis,White-throated Sparrow,Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Zonotrichia atricapilla,Golden-crowned Sparrow,Not In Park,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Zonotrichia leucophrys,"Eastern White-crowned Sparrow, White-crowned Sparrow",Not In Park,Native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Passeriformes,Emberizidae,Zonotrichia querula,"Harris' Sparrow, Harris's Sparrow",Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Fringillidae,Carduelis flammea,"Common Redpoll, Greater Redpoll, Mealy Redpoll",Not In Park,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Passeriformes,Fringillidae,Carduelis hornemanni,"Coues' Hoary Redpoll, Hoary Redpoll",Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Fringillidae,Carduelis pinus,"Northern Pine Siskin, Pine Siskin",Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Fringillidae,Carduelis tristis,"American Goldfinch, Eastern American Goldfinch, Eastern Goldfinch, Goldfinch",Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Fringillidae,Carpodacus mexicanus,House Finch,Present,Non-native,Common,None
ACAD,Acadia National Park,Bird,Passeriformes,Fringillidae,Carpodacus purpureus,"Eastern Purple Finch, Purple Finch",Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Fringillidae,Coccothraustes vespertinus,"Eastern Evening Grosbeak, Evening Grosbeak",Not In Park,Native,Unknown,None
ACAD,Acadia National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Fringillidae,Loxia leucoptera,White-winged Crossbill,Present,Unknown,Unknown,None
ACAD,Acadia National Park,Bird,Passeriformes,Fringillidae,Pinicola enucleator,"Canadian Pine Grosbeak, Newfoundland Pine Grosbeak, Pine Grosbeak",Not In Park,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Passeriformes,Hirundinidae,Hirundo rustica,Barn Swallow,Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,"Cliff Swallow, Eastern Cliff Swallow, Eave Swallow, Northern Cliff Swallow",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Hirundinidae,Progne subis,"Northern Purple Martin, Purple Martin",Present,Native,Unknown,None
ACAD,Acadia National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,"Bank Swallow, Common Bank Swallow",Unconfirmed,Native,Unknown,None
ACAD,Acadia National Park,Bird,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,"Northern Rough-winged Swallow, Rough-winged Swallow",Present,Native,Unknown,None
ACAD,Acadia National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Icteridae,Agelaius phoeniceus,"Eastern Red-wing, Eastern Red-winged Blackbird, Red-winged Blackbird",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Icteridae,Dolichonyx oryzivorus,Bobolink,Unconfirmed,Native,Unknown,None
ACAD,Acadia National Park,Bird,Passeriformes,Icteridae,Euphagus carolinus,Rusty Blackbird,Present,Native,Common,None
ACAD,Acadia National Park,Bird,Passeriformes,Icteridae,Euphagus cyanocephalus,Brewer's Blackbird,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Icteridae,Icterus bullockii,Bullock's Oriole,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Icteridae,Icterus galbula,"Baltimore Oriole, Northern Oriole",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Icteridae,Icterus spurius,Orchard Oriole,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Icteridae,Molothrus ater,"Brown-headed Cowbird, Cowbird, Eastern Cowbird",Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Icteridae,Quiscalus quiscula,"Bronzed Grackle, Common Grackle",Present,Native,Abundant,None
ACAD,Acadia National Park,Bird,Passeriformes,Icteridae,Sturnella magna,Eastern Meadowlark,Present,Native,Rare,None
ACAD,Acadia National Park,Bird,Passeriformes,Icteridae,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Laniidae,Lanius excubitor,"Great Gray Shrike, Northern Shrike",Unconfirmed,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,"Loggerhead Shrike, Migrant Loggerhead Shrike, Migrant Shrike",Not In Park,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Mimidae,Dumetella carolinensis,"Catbird, Gray Catbird",Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Mimidae,Mimus polyglottos,"Eastern Mockingbird, Mockingbird, Northern Mockingbird",Not In Park,Non-native,Unknown,None
ACAD,Acadia National Park,Bird,Passeriformes,Mimidae,Toxostoma rufum,"Brown Thrasher, Eastern Brown Thrasher",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Motacillidae,Anthus rubescens,"American Pipit, American Water Pipit, Water Pipit",Present,Native,Common,Migratory
ACAD,Acadia National Park,Bird,Passeriformes,Muscicapidae,Oenanthe oenanthe,"Greenland Wheatear, Northern Wheatear",Not In Park,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Paridae,Baeolophus bicolor,Tufted Titmouse,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Paridae,Poecile atricapillus,Black-capped Chickadee,Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Paridae,Poecile hudsonicus,Acadian Boreal Chickadee,Present,Native,Uncommon,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica caerulescens,"Black-throated Blue Warbler, Northern Black-throated Blue Warbler",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica castanea,Bay-breasted Warbler,Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica cerulea,Cerulean Warbler,Not In Park,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica coronata,"Butter Butt, Eastern Myrtle Warbler, Myrtle Warbler, Yellow-rumped Warbler",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica discolor,"Northern Prairie Warbler, Prairie Warbler",Present,Unknown,Unknown,None
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica dominica,Yellow-throated Warbler,Present,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica fusca,Blackburnian Warbler,Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica magnolia,Magnolia Warbler,Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica palmarum,"Palm Warbler, Yellow Palm Warbler",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica pensylvanica,Chestnut-sided Warbler,Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica petechia,"Eastern Yellow Warbler, Yellow Warbler",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica pinus,"Northern Pine Warbler, Pine Warbler",Not In Park,Native,Unknown,None
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica striata,"Blackpoll Warbler, Black-poll Warbler",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica tigrina,Cape May Warbler,Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica townsendi,Townsend's Warbler,Present,Non-native,Rare,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica virens,"Black-throated Green Warbler, Northern Black-throated Green Warbler",Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Geothlypis trichas,"Common Yellowthroat, Maryland Yellow Throat, Maryland Yellowthroat, Northern Yellowthroat, Northern Yellow-throat, Yellowthroat, Yellow-throat",Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Helmitheros vermivorus,Worm-eating Warbler,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Icteria virens,Yellow-breasted Chat,Not In Park,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Mniotilta varia,"Black and White Creeper, Black and White Warbler, Black-and-white Warbler",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Oporornis agilis,Connecticut Warbler,Present,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Oporornis formosus,Kentucky Warbler,Present,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Oporornis philadelphia,Mourning Warbler,Present,Native,Uncommon,None
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Parula americana,"Northern Parula, Northern Parula Warbler, Parula Warbler",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Protonotaria citrea,Prothonotary Warbler,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Seiurus aurocapillus,"Common Oven-bird, Ovenbird",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Seiurus motacilla,"Louisiana Waterthrush, Louisiana Water-Thrush",Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Passeriformes,Parulidae,Seiurus noveboracensis,"Northern Waterthrush, Northern Water-Thrush",Present,Native,Uncommon,Breeder
